Census Block,25 cm,50 cm,75 cm,100 cm,125 cm,150 cm
60590635001,0%,0%,3%,16%,28%,29%
60590635002,0%,0%,0%,0%,5%,10%
60590635003,0%,0%,0%,0%,0%,0%
60590635004,0%,0%,0%,0%,0%,0%
60590635005,0%,0%,0%,0%,0%,0%
60590635006,0%,0%,0%,0%,0%,0%
60590636011,0%,0%,22%,56%,74%,77%
60590636031,0%,0%,5%,8%,8%,9%
60590636032,0%,0%,0%,4%,16%,16%
60590636033,0%,0%,0%,0%,5%,23%
60590638031,0%,0%,0%,1%,6%,15%
60590638032,0%,0%,3%,10%,9%,18%
60590992141,0%,0%,3%,15%,34%,50%
60590992142,0%,0%,8%,26%,49%,62%
60590992143,0%,0%,0%,0%,4%,15%
60590992144,0%,0%,18%,46%,53%,57%
60590992151,0%,0%,0%,0%,18%,38%
60590992152,0%,0%,21%,56%,81%,87%
60590992153,0%,0%,0%,0%,11%,28%
60590992171,0%,0%,0%,1%,5%,18%
60590992172,0%,0%,3%,28%,63%,72%
60590992201,0%,0%,19%,31%,31%,31%
60590992202,0%,0%,19%,31%,31%,31%
60590992203,0%,0%,32%,52%,52%,52%
60590992204,0%,0%,4%,7%,13%,16%
60590992312,0%,0%,0%,0%,0%,3%
60590992371,0%,0%,37%,79%,98%,100%
60590992372,0%,0%,39%,82%,97%,97%
60590992381,0%,0%,2%,19%,49%,68%
60590992382,0%,0%,17%,55%,95%,99%
60590992391,0%,0%,57%,98%,100%,100%
60590992392,0%,0%,37%,72%,85%,87%
60590992393,0%,0%,26%,42%,42%,42%
60590992394,0%,0%,53%,87%,87%,87%
60590992401,0%,0%,16%,29%,43%,49%
60590992402,0%,0%,56%,99%,100%,100%
60590992403,0%,0%,54%,93%,100%,100%
60590992404,0%,0%,48%,91%,91%,91%
60590992431,0%,0%,19%,56%,82%,88%
60590992432,0%,0%,42%,68%,68%,68%
60590992441,0%,0%,39%,82%,99%,100%
60590992442,0%,0%,51%,83%,83%,83%
60590992451,0%,0%,6%,34%,66%,81%
60590992461,0%,0%,5%,26%,58%,71%
60590992462,0%,0%,0%,0%,4%,12%
60590992463,0%,0%,22%,69%,97%,100%
60590993071,0%,0%,0%,0%,0%,0%
60590993072,0%,0%,9%,15%,14%,14%
60590993082,0%,0%,0%,0%,0%,0%
60590993101,0%,0%,0%,0%,0%,0%
60590993111,0%,0%,0%,0%,0%,0%
60590993112,0%,0%,0%,0%,0%,0%
60590993113,0%,0%,0%,0%,0%,0%
60590994023,0%,0%,12%,29%,35%,42%
60590994041,0%,0%,34%,60%,60%,60%
60590994042,0%,0%,0%,0%,0%,0%
60590994051,0%,0%,0%,18%,62%,68%
60590994052,0%,0%,6%,23%,23%,34%
60590994053,0%,0%,17%,42%,50%,54%
60590994062,0%,0%,0%,8%,38%,52%
60590994071,0%,0%,5%,12%,10%,12%
60590994081,0%,0%,0%,0%,0%,4%
60590994082,0%,0%,0%,0%,0%,0%
60590994083,0%,0%,0%,0%,0%,1%
60590994121,0%,0%,17%,41%,70%,74%
60590994122,0%,0%,26%,57%,65%,65%
60590994123,0%,0%,0%,0%,0%,0%
60590994131,0%,1%,30%,77%,100%,100%
60590994151,0%,0%,0%,0%,0%,1%
60590994152,0%,0%,4%,10%,10%,10%
60590994153,0%,0%,0%,0%,0%,0%
60590994154,0%,0%,0%,0%,0%,0%
60590994155,0%,0%,0%,0%,0%,0%
60590994163,0%,0%,0%,0%,1%,5%
60590994171,0%,0%,1%,2%,3%,4%
60590995021,4%,10%,16%,25%,34%,45%
60590995041,0%,0%,2%,9%,20%,31%
60590995061,0%,0%,0%,0%,0%,0%
60590995081,0%,0%,0%,1%,39%,63%
60590995082,0%,0%,0%,0%,22%,46%
60590995083,0%,0%,0%,9%,36%,54%
60590995084,0%,0%,9%,60%,91%,94%
60590995091,0%,0%,0%,1%,22%,42%
60590995092,0%,0%,7%,24%,75%,90%
60590995093,0%,0%,18%,44%,89%,100%
60590995094,0%,0%,8%,33%,73%,85%
60590995095,0%,0%,0%,12%,58%,81%
60590995101,0%,0%,35%,80%,91%,91%
60590995102,0%,0%,18%,60%,92%,95%
60590995103,0%,0%,16%,43%,61%,62%
60590995111,0%,0%,0%,0%,0%,0%
60590995112,0%,0%,0%,0%,11%,24%
60590995113,0%,0%,0%,0%,0%,0%
60590995114,0%,0%,0%,0%,0%,0%
60590995121,0%,0%,0%,0%,42%,79%
60590995122,0%,0%,0%,0%,22%,46%
60590995123,0%,0%,0%,0%,24%,53%
60590995131,0%,0%,0%,0%,0%,0%
60590995132,0%,0%,0%,0%,0%,0%
60590995141,0%,0%,4%,11%,28%,34%
60590995142,0%,0%,2%,3%,9%,14%
60590995143,0%,0%,1%,3%,20%,23%
60590995144,9%,9%,10%,23%,36%,36%
60590995145,0%,0%,0%,0%,0%,0%
60590996031,0%,0%,0%,0%,0%,0%
60590996034,0%,0%,0%,0%,0%,2%
60591100072,0%,0%,0%,7%,44%,67%
60591100073,0%,0%,0%,0%,3%,10%
60591100081,0%,0%,0%,0%,6%,19%
60591100082,0%,0%,0%,0%,4%,11%
60591100083,0%,0%,0%,0%,1%,4%
60591100124,0%,0%,0%,1%,6%,13%
60670033003,0%,0%,0%,0%,1%,5%
60670034002,0%,0%,0%,5%,22%,38%
60670034003,0%,0%,1%,9%,26%,39%
60670038001,0%,0%,0%,0%,0%,5%
60670038003,0%,0%,0%,0%,0%,18%
60670038004,0%,0%,0%,0%,0%,16%
60670039002,0%,0%,0%,0%,0%,4%
60670040011,0%,0%,1%,13%,40%,55%
60670040012,0%,0%,7%,41%,66%,69%
60670040013,0%,0%,0%,5%,19%,34%
60670040014,0%,0%,0%,5%,12%,28%
60670040041,0%,0%,0%,0%,1%,2%
60670040042,0%,0%,3%,44%,85%,90%
60670040043,0%,0%,3%,45%,83%,88%
60670040052,0%,0%,2%,35%,75%,86%
60670040053,0%,0%,5%,61%,100%,100%
60670040062,0%,0%,1%,22%,57%,69%
60670040063,0%,0%,5%,61%,100%,100%
60670040064,0%,0%,5%,61%,100%,100%
60670040081,0%,0%,4%,50%,92%,95%
60670040082,0%,0%,1%,16%,37%,50%
60670040091,0%,0%,5%,61%,100%,100%
60670040092,0%,0%,5%,61%,100%,100%
60670040093,0%,0%,5%,61%,100%,100%
60670040094,0%,0%,4%,57%,98%,100%
60670040101,0%,0%,4%,51%,85%,85%
60670040102,0%,0%,4%,49%,87%,90%
60670040103,0%,0%,3%,44%,89%,94%
60670040111,0%,0%,4%,59%,100%,100%
60670040112,0%,0%,2%,29%,74%,79%
60670040121,0%,0%,0%,3%,11%,19%
60670040122,0%,0%,0%,0%,2%,12%
60670041003,0%,0%,0%,0%,0%,4%
60670042012,0%,0%,0%,0%,0%,3%
60670042013,0%,0%,0%,0%,0%,6%
60670042021,0%,0%,0%,0%,0%,25%
60670042022,0%,0%,0%,0%,0%,2%
60670042023,0%,0%,0%,0%,0%,2%
60670042031,0%,0%,0%,0%,0%,3%
60670043001,0%,0%,0%,0%,0%,3%
60670043004,0%,0%,0%,0%,0%,2%
60670070041,0%,0%,0%,0%,0%,17%
60670070042,0%,0%,0%,0%,0%,9%
60670070111,0%,0%,0%,0%,0%,3%
60670070113,0%,0%,0%,0%,0%,3%
60670070122,0%,0%,0%,0%,0%,8%
60670070132,0%,0%,0%,0%,0%,1%
60670070151,0%,0%,0%,0%,0%,0%
60670070161,0%,0%,0%,0%,0%,2%
60670070162,0%,0%,0%,0%,0%,1%
60670070171,0%,0%,0%,0%,0%,1%
60670070172,0%,0%,0%,0%,0%,21%
60670070181,0%,0%,0%,0%,0%,8%
60670070182,0%,0%,0%,0%,0%,9%
60670070191,0%,0%,0%,0%,0%,11%
60670070202,0%,0%,0%,0%,0%,0%
60670071032,0%,0%,0%,0%,0%,8%
60670071041,0%,0%,0%,0%,0%,2%
60670071042,0%,0%,0%,0%,0%,9%
60670071052,0%,0%,0%,0%,0%,0%
60670071062,0%,0%,0%,0%,0%,2%
60670071063,0%,0%,0%,0%,0%,2%
60670071071,0%,0%,0%,0%,0%,1%
60670071072,0%,0%,0%,0%,0%,1%
60670095011,3%,12%,19%,26%,28%,40%
60670096011,3%,7%,15%,23%,33%,46%
60670096012,0%,0%,0%,0%,3%,12%
60670096013,0%,0%,0%,0%,0%,1%
60670096182,0%,4%,9%,15%,19%,28%
60670096191,0%,0%,1%,4%,7%,18%
60670096192,0%,0%,0%,0%,1%,2%
60670096221,0%,0%,0%,0%,0%,9%
60670096222,0%,0%,0%,0%,0%,1%
60670096351,0%,0%,0%,2%,7%,13%
60670096353,0%,0%,2%,7%,11%,19%
60670096381,1%,11%,19%,27%,30%,43%
60670096382,0%,0%,0%,2%,3%,8%
60670098001,2%,5%,7%,8%,10%,10%
60670099001,11%,26%,34%,41%,51%,55%
60670099002,9%,20%,31%,38%,45%,46%
60670099003,3%,5%,7%,9%,10%,10%
60670099004,5%,23%,37%,49%,66%,75%
60730050001,0%,0%,5%,11%,22%,32%
60730051002,0%,0%,3%,9%,13%,26%
60730054001,0%,0%,5%,17%,31%,46%
60730054002,0%,0%,0%,0%,0%,2%
60730054003,0%,0%,0%,0%,6%,27%
60730054004,0%,0%,0%,0%,7%,19%
60730058001,0%,0%,15%,26%,26%,39%
60730062001,0%,0%,4%,10%,11%,19%
60730063001,0%,0%,0%,0%,1%,8%
60730065001,0%,0%,0%,0%,2%,18%
60730065003,0%,0%,0%,0%,0%,6%
60730066001,0%,0%,0%,0%,0%,19%
60730068011,0%,0%,0%,0%,4%,17%
60730068021,0%,0%,0%,0%,0%,15%
60730068022,0%,0%,0%,0%,0%,5%
60730068023,0%,0%,0%,0%,0%,4%
60730071001,0%,0%,0%,0%,0%,0%
60730071003,0%,0%,7%,25%,42%,53%
60730073012,0%,0%,0%,0%,0%,0%
60730073013,0%,0%,0%,0%,0%,0%
60730075014,0%,0%,0%,0%,3%,6%
60730075022,0%,0%,0%,0%,0%,0%
60730076001,0%,0%,2%,8%,17%,28%
60730076002,0%,0%,0%,0%,0%,0%
60730076003,0%,0%,3%,6%,12%,20%
60730076004,0%,0%,0%,0%,0%,0%
60730076005,0%,0%,0%,0%,0%,0%
60730076006,0%,0%,0%,0%,0%,0%
60730076007,0%,0%,0%,0%,0%,0%
60730077011,0%,0%,0%,0%,9%,42%
60730078003,0%,0%,0%,0%,0%,4%
60730079051,0%,0%,0%,0%,0%,0%
60730079101,0%,0%,0%,0%,0%,0%
60730080033,0%,0%,0%,0%,0%,0%
60730080061,0%,0%,0%,0%,0%,0%
60730082002,0%,0%,0%,0%,32%,79%
60730083121,0%,0%,0%,0%,0%,0%
60730083124,0%,0%,0%,0%,0%,0%
60730083242,0%,0%,3%,10%,19%,26%
60730083273,0%,0%,2%,8%,19%,31%
60730083391,0%,0%,2%,11%,20%,27%
60730089021,0%,0%,9%,25%,15%,28%
60730099021,0%,0%,0%,0%,0%,0%
60730101031,0%,2%,10%,20%,34%,49%
60730101033,0%,0%,0%,0%,0%,5%
60730101071,0%,0%,0%,0%,0%,30%
60730101091,1%,5%,11%,21%,29%,43%
60730102001,2%,3%,12%,15%,19%,24%
60730102002,0%,0%,0%,0%,6%,22%
60730102005,0%,0%,0%,0%,0%,0%
60730105011,0%,0%,0%,0%,0%,0%
60730105024,0%,0%,0%,3%,14%,26%
60730106011,0%,0%,3%,4%,7%,7%
60730106012,1%,2%,6%,10%,14%,16%
60730109001,0%,0%,0%,2%,4%,7%
60730110001,0%,0%,0%,0%,13%,28%
60730111001,0%,0%,0%,4%,20%,24%
60730111003,0%,0%,0%,0%,0%,2%
60730113001,0%,2%,7%,12%,9%,11%
60730116022,0%,0%,0%,0%,0%,0%
60730124011,0%,0%,0%,5%,6%,10%
60730125021,3%,5%,12%,24%,39%,50%
60730126001,0%,1%,4%,13%,37%,49%
60730126004,0%,0%,0%,0%,0%,3%
60730131031,0%,14%,19%,25%,19%,31%
60730170292,0%,0%,0%,0%,0%,1%
60730171061,0%,1%,23%,28%,12%,29%
60730172001,0%,0%,0%,7%,27%,37%
60730172002,0%,0%,2%,10%,12%,22%
60730173032,0%,0%,0%,0%,0%,4%
60730173051,0%,1%,9%,37%,54%,67%
60730173052,0%,0%,3%,45%,68%,73%
60730174014,0%,0%,0%,0%,0%,4%
60730174043,0%,0%,1%,10%,10%,24%
60730176013,0%,0%,0%,0%,0%,7%
60730177011,0%,0%,0%,0%,0%,5%
60730178012,0%,0%,0%,7%,16%,17%
60730178014,0%,0%,0%,0%,0%,0%
60730178081,0%,0%,0%,0%,0%,3%
60730178101,0%,0%,1%,4%,6%,6%
60730178102,0%,0%,0%,0%,6%,19%
60730178131,0%,0%,0%,0%,0%,5%
60730178132,0%,0%,0%,0%,10%,18%
60730179001,0%,0%,3%,9%,11%,12%
60730179005,0%,0%,0%,0%,0%,1%
60730180001,0%,0%,0%,10%,34%,39%
60730180002,0%,0%,0%,0%,0%,8%
60730181003,0%,0%,0%,7%,30%,30%
60730181004,0%,0%,0%,5%,27%,38%
60730183001,0%,0%,0%,0%,16%,25%
60730183003,0%,0%,0%,0%,0%,0%
60730183004,0%,0%,15%,32%,30%,32%
60730184001,0%,0%,0%,0%,0%,0%
60730185043,0%,0%,4%,21%,29%,40%
60730185044,0%,0%,0%,1%,15%,40%
60730186031,0%,0%,0%,0%,17%,43%
60730186032,0%,0%,0%,15%,10%,40%
60730187001,1%,2%,4%,6%,11%,13%
60730214001,0%,0%,0%,3%,6%,16%
60730214002,0%,0%,0%,2%,27%,36%
60730214003,0%,0%,17%,29%,32%,39%
60730216001,0%,0%,0%,1%,5%,6%
60730216002,0%,0%,0%,2%,9%,10%
60730218001,0%,0%,0%,0%,0%,0%
60730218002,0%,0%,0%,0%,0%,2%
60730219001,0%,1%,2%,7%,10%,17%
60730219002,0%,0%,4%,7%,8%,17%
60730221001,0%,0%,2%,6%,6%,7%
60750101001,0%,0%,0%,7%,35%,42%
60750101002,0%,0%,3%,20%,24%,50%
60750102001,0%,0%,0%,22%,58%,58%
60750105001,0%,0%,0%,2%,26%,34%
60750105002,0%,0%,1%,8%,46%,64%
60750117001,0%,0%,0%,0%,21%,46%
60750126021,0%,0%,0%,3%,25%,37%
60750127001,0%,0%,1%,10%,27%,32%
60750178012,0%,0%,0%,0%,17%,30%
60750178021,0%,0%,0%,0%,8%,19%
60750179021,0%,0%,13%,50%,33%,33%
60750180001,0%,0%,0%,0%,27%,51%
60750180002,0%,0%,0%,2%,7%,11%
60750226001,0%,0%,0%,5%,20%,28%
60750231031,0%,0%,0%,3%,17%,22%
60750232002,0%,0%,0%,4%,11%,20%
60750234001,0%,0%,0%,0%,0%,1%
60750234002,0%,0%,0%,7%,11%,24%
60750352012,0%,0%,0%,0%,0%,0%
60750352021,0%,0%,0%,0%,0%,0%
60750354001,0%,0%,0%,0%,0%,0%
60750479012,2%,5%,13%,27%,65%,80%
60750601001,6%,14%,17%,29%,51%,64%
60750604001,0%,0%,0%,0%,0%,1%
60750607001,0%,0%,1%,12%,39%,47%
60750607002,0%,0%,0%,0%,0%,2%
60750607003,0%,0%,0%,0%,0%,9%
60750610001,0%,0%,4%,23%,32%,39%
60750615001,0%,0%,0%,4%,36%,54%
60750615003,0%,0%,0%,0%,11%,27%
60750615004,0%,0%,0%,0%,0%,6%
60750615006,0%,0%,0%,0%,0%,9%
60759806001,2%,10%,20%,31%,57%,69%
60759809001,0%,0%,1%,6%,11%,18%
60770001002,0%,0%,0%,0%,0%,4%
60770003001,0%,0%,0%,0%,4%,27%
60770003002,0%,0%,0%,0%,0%,10%
60770004011,0%,0%,0%,0%,5%,31%
60770004012,0%,0%,0%,0%,0%,6%
60770004013,0%,0%,0%,0%,8%,44%
60770004014,0%,0%,0%,0%,7%,42%
60770004024,0%,0%,0%,0%,0%,4%
60770007003,0%,0%,0%,0%,0%,1%
60770007004,0%,0%,0%,0%,4%,15%
60770008011,0%,2%,26%,43%,64%,77%
60770008012,0%,3%,29%,48%,69%,74%
60770008013,0%,1%,13%,29%,51%,64%
60770009001,0%,0%,0%,0%,9%,45%
60770009002,0%,0%,0%,0%,5%,26%
60770009003,0%,0%,0%,0%,9%,45%
60770009004,0%,0%,0%,0%,7%,38%
60770009005,0%,0%,0%,0%,1%,9%
60770010001,0%,0%,0%,0%,7%,38%
60770010002,0%,0%,0%,0%,6%,33%
60770010003,0%,0%,0%,0%,7%,36%
60770010004,0%,0%,0%,0%,6%,29%
60770011011,0%,0%,0%,0%,7%,38%
60770011012,0%,0%,0%,0%,6%,33%
60770011013,0%,0%,0%,0%,9%,45%
60770011021,0%,0%,0%,0%,9%,45%
60770011022,0%,0%,0%,0%,9%,45%
60770011023,0%,0%,0%,0%,8%,42%
60770011024,0%,0%,0%,0%,9%,45%
60770011025,0%,0%,0%,0%,9%,45%
60770012001,0%,0%,0%,0%,6%,35%
60770012002,0%,0%,0%,0%,6%,37%
60770012003,0%,0%,0%,0%,5%,37%
60770012004,0%,0%,0%,0%,9%,45%
60770013003,0%,0%,0%,0%,0%,2%
60770013004,0%,0%,0%,0%,0%,3%
60770014004,0%,0%,0%,0%,0%,0%
60770023002,0%,0%,0%,0%,0%,2%
60770024011,0%,0%,0%,2%,37%,63%
60770024012,0%,0%,0%,0%,18%,47%
60770024013,0%,0%,1%,3%,12%,33%
60770024021,0%,0%,1%,3%,5%,16%
60770024022,0%,0%,0%,0%,0%,14%
60770025031,0%,2%,21%,37%,57%,69%
60770025032,0%,2%,24%,33%,33%,33%
60770025041,0%,0%,14%,42%,58%,58%
60770025042,0%,0%,0%,7%,63%,86%
60770031061,0%,0%,0%,0%,0%,0%
60770031062,0%,0%,0%,0%,0%,0%
60770031063,0%,0%,0%,0%,0%,0%
60770031081,0%,0%,0%,0%,0%,0%
60770031082,0%,0%,0%,0%,0%,0%
60770031083,0%,0%,0%,0%,0%,0%
60770031091,0%,0%,2%,11%,23%,23%
60770031092,0%,0%,9%,48%,100%,100%
60770031093,0%,0%,1%,16%,78%,94%
60770031094,0%,0%,1%,8%,16%,16%
60770031101,0%,0%,0%,4%,29%,51%
60770031102,0%,0%,0%,0%,1%,13%
60770031103,0%,0%,0%,0%,2%,14%
60770031111,0%,0%,4%,27%,77%,90%
60770031112,0%,0%,2%,13%,43%,58%
60770031121,0%,0%,1%,4%,8%,8%
60770031122,0%,0%,4%,21%,42%,42%
60770031131,0%,0%,0%,0%,15%,48%
60770031132,0%,0%,2%,16%,59%,75%
60770031133,0%,0%,4%,21%,58%,66%
60770031134,0%,0%,8%,46%,92%,92%
60770031141,0%,0%,0%,0%,0%,0%
60770031142,0%,0%,0%,0%,0%,0%
60770031143,0%,0%,0%,0%,1%,1%
60770031144,0%,0%,1%,7%,19%,19%
60770032031,0%,0%,3%,19%,52%,69%
60770032032,0%,0%,8%,46%,97%,97%
60770032051,0%,0%,0%,5%,35%,64%
60770032052,0%,0%,6%,35%,91%,98%
60770032053,0%,0%,0%,6%,36%,49%
60770032081,0%,0%,0%,3%,21%,34%
60770032082,0%,0%,0%,2%,12%,22%
60770032083,0%,0%,0%,11%,57%,72%
60770032084,0%,0%,0%,1%,11%,20%
60770032093,0%,0%,0%,3%,18%,29%
60770032101,0%,0%,6%,32%,66%,66%
60770032102,0%,0%,2%,13%,47%,64%
60770032131,0%,0%,3%,19%,38%,38%
60770032132,0%,0%,4%,20%,46%,61%
60770032133,0%,0%,4%,20%,50%,68%
60770032134,0%,0%,7%,32%,46%,50%
60770032141,0%,0%,3%,12%,21%,22%
60770032142,0%,0%,6%,34%,70%,74%
60770032151,0%,0%,0%,0%,0%,0%
60770032152,0%,0%,0%,0%,0%,0%
60770032153,0%,0%,0%,0%,0%,0%
60770032161,0%,0%,8%,42%,84%,84%
60770032162,0%,0%,4%,23%,46%,46%
60770032171,0%,0%,1%,7%,13%,13%
60770032172,0%,0%,0%,0%,0%,0%
60770033071,0%,0%,0%,0%,0%,2%
60770033081,0%,0%,0%,0%,1%,8%
60770038011,0%,1%,13%,46%,69%,71%
60770038012,0%,0%,10%,43%,65%,68%
60770038013,0%,0%,15%,66%,94%,94%
60770038021,0%,0%,4%,24%,67%,82%
60770038022,0%,0%,4%,19%,60%,79%
60770038023,0%,0%,0%,3%,19%,39%
60770038031,0%,0%,0%,0%,0%,3%
60770038032,0%,4%,16%,28%,39%,50%
60770039001,15%,25%,27%,29%,31%,32%
60770039002,4%,15%,19%,22%,24%,30%
60770040011,4%,20%,34%,45%,59%,68%
60770040012,1%,7%,9%,14%,17%,26%
60770040021,0%,0%,3%,14%,29%,34%
60770041061,0%,0%,0%,0%,0%,4%
60770041062,0%,0%,0%,0%,4%,9%
60770046004,0%,0%,0%,0%,0%,1%
60770051061,0%,1%,4%,10%,7%,14%
60770051191,0%,0%,1%,4%,19%,38%
60770051192,0%,0%,0%,0%,0%,5%
60770051221,0%,0%,0%,3%,2%,6%
60770051272,0%,0%,0%,0%,0%,1%
60770052021,0%,7%,11%,18%,27%,40%
60770052061,9%,48%,54%,59%,60%,67%
60770052062,4%,25%,30%,37%,39%,50%
60770052063,3%,12%,22%,31%,38%,47%
60770055011,2%,2%,7%,12%,8%,19%
60790104032,29%,16%,6%,8%,20%,35%
60790104041,0%,0%,0%,2%,37%,65%
60790105032,0%,1%,5%,8%,22%,34%
60790105041,0%,0%,0%,11%,27%,44%
60790105042,0%,0%,0%,14%,35%,40%
60790105043,0%,1%,6%,15%,16%,24%
60790106021,0%,0%,3%,9%,7%,9%
60790106031,0%,2%,2%,2%,1%,2%
60790107011,0%,0%,0%,0%,1%,8%
60790107071,0%,0%,0%,1%,1%,1%
60790116002,0%,28%,37%,37%,10%,17%
60790116003,0%,0%,1%,16%,43%,57%
60790117042,0%,0%,0%,0%,0%,1%
60790121021,0%,0%,0%,0%,2%,21%
60790122002,0%,0%,0%,2%,6%,10%
60790123041,0%,0%,0%,0%,0%,0%
60790130001,3%,11%,22%,34%,31%,40%
60790130002,0%,0%,0%,0%,0%,0%
60816001001,0%,0%,0%,0%,0%,0%
60816010001,0%,0%,0%,6%,13%,19%
60816023001,0%,0%,0%,0%,2%,4%
60816031002,0%,0%,2%,3%,3%,3%
60816032004,0%,0%,0%,0%,0%,3%
60816041011,0%,0%,0%,0%,0%,1%
60816041013,0%,0%,0%,0%,0%,1%
60816042001,0%,0%,0%,0%,0%,5%
60816042002,0%,0%,0%,0%,0%,0%
60816042003,0%,0%,0%,0%,0%,2%
60816044001,0%,0%,0%,0%,0%,1%
60816044002,0%,0%,0%,0%,4%,13%
60816050001,0%,0%,0%,0%,3%,9%
60816051001,0%,0%,0%,0%,4%,12%
60816051002,0%,0%,0%,0%,10%,29%
60816054001,0%,0%,0%,0%,0%,2%
60816054002,0%,0%,0%,0%,1%,7%
60816054005,0%,0%,0%,2%,12%,21%
60816060001,0%,0%,0%,0%,14%,41%
60816061001,0%,0%,0%,0%,14%,40%
60816061002,0%,0%,0%,0%,21%,60%
60816061003,0%,0%,0%,0%,21%,59%
60816062001,0%,0%,0%,0%,19%,53%
60816062002,0%,0%,0%,0%,15%,41%
60816062003,0%,0%,0%,0%,4%,12%
60816062004,0%,0%,0%,0%,0%,2%
60816063001,0%,0%,0%,0%,5%,19%
60816066001,0%,0%,0%,0%,0%,4%
60816066002,0%,0%,0%,0%,5%,17%
60816075001,0%,0%,0%,0%,16%,40%
60816076001,0%,0%,0%,0%,26%,73%
60816076002,0%,0%,0%,0%,16%,47%
60816076003,0%,0%,0%,0%,27%,76%
60816076004,0%,0%,0%,0%,27%,76%
60816077011,0%,0%,0%,0%,23%,64%
60816077012,0%,0%,0%,0%,6%,18%
60816077013,0%,0%,0%,0%,7%,20%
60816077021,0%,0%,0%,0%,27%,76%
60816077022,0%,0%,0%,0%,23%,63%
60816078001,0%,0%,0%,0%,8%,23%
60816078002,0%,0%,0%,0%,25%,69%
60816079001,0%,0%,0%,0%,0%,0%
60816079002,0%,0%,0%,0%,0%,0%
60816079003,0%,0%,0%,0%,0%,0%
60816080011,0%,0%,0%,0%,0%,0%
60816080041,0%,0%,0%,0%,0%,0%
60816080044,0%,0%,0%,0%,0%,0%
60816080131,0%,0%,0%,0%,0%,0%
60816080132,0%,0%,0%,0%,0%,0%
60816080133,0%,0%,0%,0%,0%,0%
60816080232,0%,0%,0%,0%,0%,0%
60816081001,0%,0%,0%,0%,0%,0%
60816082001,0%,0%,0%,0%,0%,0%
60816083002,0%,0%,0%,0%,0%,0%
60816084001,0%,0%,0%,0%,19%,53%
60816084002,0%,0%,0%,0%,10%,27%
60816084003,0%,0%,0%,0%,27%,76%
60816085011,0%,0%,0%,0%,8%,25%
60816085012,0%,0%,0%,0%,24%,67%
60816085013,0%,0%,0%,0%,27%,76%
60816085014,0%,0%,0%,0%,13%,35%
60816085021,0%,0%,0%,3%,32%,67%
60816086001,0%,0%,0%,0%,5%,20%
60816086002,0%,0%,0%,0%,4%,18%
60816086003,0%,0%,0%,0%,5%,16%
60816091001,0%,0%,0%,0%,2%,15%
60816091002,0%,0%,0%,1%,5%,22%
60816101001,0%,0%,0%,0%,0%,10%
60816102011,0%,0%,0%,0%,10%,30%
60816102013,0%,0%,0%,0%,0%,1%
60816102014,0%,0%,0%,0%,0%,24%
60816102021,0%,0%,0%,0%,0%,14%
60816103021,0%,0%,0%,1%,6%,13%
60816103031,0%,0%,0%,0%,0%,0%
60816103032,0%,0%,0%,0%,1%,4%
60816103033,0%,0%,0%,0%,1%,6%
60816103034,0%,0%,0%,0%,0%,0%
60816103041,0%,0%,0%,0%,5%,23%
60816103042,0%,0%,0%,0%,3%,15%
60816103043,0%,0%,0%,0%,5%,26%
60816104001,0%,0%,0%,0%,0%,2%
60816104002,0%,0%,0%,0%,9%,31%
60816105001,0%,0%,0%,0%,0%,1%
60816116002,0%,0%,0%,0%,1%,3%
60816117001,0%,0%,0%,0%,0%,4%
60816117002,0%,0%,0%,0%,9%,28%
60816117003,0%,0%,0%,0%,27%,76%
60816117004,0%,0%,0%,1%,10%,20%
60816118001,0%,0%,0%,2%,12%,32%
60816118002,0%,0%,0%,0%,1%,5%
60816119002,0%,0%,0%,0%,0%,11%
60816119003,0%,0%,0%,0%,0%,17%
60816119004,0%,0%,0%,0%,0%,13%
60816119005,0%,0%,0%,0%,0%,3%
60816119006,0%,0%,0%,0%,0%,6%
60816135011,0%,0%,0%,0%,0%,0%
60816135022,0%,1%,6%,7%,5%,6%
60816135024,0%,0%,0%,0%,1%,5%
60816136001,0%,0%,0%,0%,18%,27%
60816136003,0%,0%,0%,0%,0%,0%
60816136004,0%,3%,9%,9%,8%,10%
60816138001,1%,1%,1%,2%,3%,4%
60816138002,0%,2%,2%,2%,8%,13%
60830008041,0%,0%,0%,2%,3%,3%
60830012061,0%,0%,0%,0%,0%,0%
60830012081,0%,0%,0%,0%,0%,0%
60830012082,0%,0%,0%,0%,0%,0%
60830012085,0%,0%,0%,0%,0%,0%
60830014021,0%,0%,0%,0%,12%,24%
60830016042,0%,0%,2%,15%,32%,51%
60830017062,0%,0%,0%,6%,22%,28%
60830025023,0%,0%,0%,0%,0%,0%
60830026061,0%,0%,0%,0%,0%,0%
60830029151,0%,0%,7%,12%,7%,12%
60830029221,0%,0%,0%,0%,0%,2%
60830029223,0%,0%,0%,0%,12%,38%
60830029224,0%,0%,0%,0%,6%,10%
60830029281,0%,0%,0%,2%,14%,27%
60830029321,0%,0%,0%,0%,3%,12%
60830029322,0%,0%,2%,33%,70%,79%
60830030011,0%,0%,1%,6%,11%,17%
60830030012,0%,0%,0%,1%,7%,10%
60830030071,0%,0%,0%,0%,0%,1%
60830031021,30%,37%,27%,28%,39%,59%
60839800001,1%,3%,19%,36%,47%,56%
60855044131,0%,0%,0%,2%,8%,14%
60855044141,0%,0%,0%,0%,0%,1%
60855045061,0%,0%,0%,6%,30%,38%
